City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
305,Gat,IL,2020-06-24 22:09:03,31.61,34.76,75.0,66,0,3.38
306,Alofi,NU,2020-06-24 22:14:58,-19.06,-169.92,78.8,78,40,5.82
307,Kijini,TZ,2020-06-24 22:23:01,-5.85,39.32,78.8,83,20,10.29
308,Kokkola,FI,2020-06-24 22:23:01,63.84,23.13,62.01,87,100,2.24
309,Rio Grande,BR,2020-06-24 22:22:01,-32.03,-52.1,63.0,93,94,6.82
310,Allende,MX,2020-06-24 22:23:02,25.28,-100.02,91.4,43,75,8.05
311,Akdepe,TM,2020-06-24 22:13:46,42.06,59.38,71.6,35,0,6.93
312,Ternate,ID,2020-06-24 22:23:02,0.8,127.4,80.46,79,100,4.74
313,Goderich,CA,2020-06-24 22:23:02,43.75,-81.72,68.0,70,0,18.7
314,Hasaki,JP,2020-06-24 22:14:03,35.73,140.83,64.99,100,75,10.29
315,Coos Bay,US,2020-06-24 22:23:02,43.37,-124.22,80.01,82,20,12.75
316,Ornskoldsvik,SE,2020-06-24 22:23:02,63.29,18.72,62.6,67,2,3.36
317,Lanivtsi,UA,2020-06-24 22:23:03,49.86,26.09,61.43,93,73,8.16
318,Brae,GB,2020-06-24 22:23:03,60.4,-1.35,51.8,87,41,10.29
319,Teberda,RU,2020-06-24 22:13:32,43.45,41.74,55.33,66,29,6.11
320,Amga,RU,2020-06-24 22:14:33,60.9,131.96,66.15,56,8,5.48
321,Port Hawkesbury,CA,2020-06-24 22:14:58,45.62,-61.35,77.0,69,1,11.41
322,Yasnyy,RU,2020-06-24 22:23:03,51.03,59.87,56.91,74,74,5.26
323,Klaksvik,FO,2020-06-24 22:15:11,62.23,-6.59,50.0,93,41,16.11
324,Adrar,MR,2020-06-24 22:15:11,20.5,-10.07,99.07,13,2,2.98
325,Peniche,PT,2020-06-24 22:23:03,39.36,-9.38,64.99,83,39,11.01
326,Tura,IN,2020-06-24 22:19:07,25.52,90.22,75.34,93,100,6.55
327,Bathsheba,BB,2020-06-24 22:20:34,13.22,-59.52,84.2,70,40,23.04
328,Dubbo,AU,2020-06-24 22:12:08,-32.25,148.62,48.2,93,90,1.97
329,Maridi,SS,2020-06-24 22:23:04,4.92,29.47,68.14,91,87,2.33
330,Avera,US,2020-06-24 22:13:58,33.19,-82.53,87.8,52,40,9.17
331,Daan,CN,2020-06-24 22:23:04,33.06,106.3,68.0,87,46,1.97
332,Alice Springs,AU,2020-06-24 22:15:15,-23.7,133.88,32.0,75,1,5.82
333,Severo-Kurilsk,RU,2020-06-24 22:14:01,50.68,156.12,51.57,77,8,7.2
334,Connersville,US,2020-06-24 22:20:52,39.64,-85.14,79.0,52,13,1.99
335,Ugoofaaru,MV,2020-06-24 22:23:04,5.67,73.0,83.1,80,78,18.57
336,Boundiali,CI,2020-06-24 22:23:04,9.52,-6.49,78.4,66,33,4.0
337,Opuwo,NA,2020-06-24 22:23:04,-18.06,13.84,56.43,38,0,8.57
338,Dingle,PH,2020-06-24 22:15:11,11.0,122.67,78.71,85,100,4.79
339,Deputatskiy,RU,2020-06-24 22:18:18,69.3,139.9,72.77,34,0,3.51
340,Mount Gambier,AU,2020-06-24 22:15:04,-37.83,140.77,44.6,93,75,11.41
341,Cabedelo,BR,2020-06-24 22:23:05,-6.98,-34.83,77.0,78,20,8.05
342,Lasa,IT,2020-06-24 22:14:25,46.62,10.7,59.0,77,5,1.12
343,Sinazongwe,ZM,2020-06-24 22:23:05,-17.26,27.46,62.96,56,1,1.9
344,Mehamn,NO,2020-06-24 22:13:54,71.04,27.85,48.2,76,75,18.34
345,Ulaangom,MN,2020-06-24 22:23:05,49.98,92.07,60.01,51,87,1.45
346,San Andres,CO,2020-06-24 22:22:24,12.58,-81.7,86.0,74,90,11.41
347,Zeerust,ZA,2020-06-24 22:23:06,-25.54,26.08,42.8,56,0,4.7
348,Santa Cruz De La Palma,ES,2020-06-24 22:23:06,28.68,-17.76,73.4,69,75,17.22
349,Mount Isa,AU,2020-06-24 22:13:30,-20.73,139.5,39.2,55,0,12.39
350,Longyearbyen,SJ,2020-06-24 22:14:11,78.22,15.64,42.8,87,90,2.24
351,Las Vegas,US,2020-06-24 22:22:24,36.17,-115.14,106.0,7,1,12.75
352,Nome,US,2020-06-24 22:14:35,64.5,-165.41,46.99,49,90,5.82
353,Manokwari,ID,2020-06-24 22:23:06,-0.87,134.08,81.39,69,14,5.08
354,Itaituba,BR,2020-06-24 22:23:06,-4.28,-55.98,91.4,46,20,5.82
355,Lewiston,US,2020-06-24 22:23:06,44.1,-70.21,75.2,88,75,9.17
356,Turochak,RU,2020-06-24 22:23:07,52.26,87.12,56.46,92,100,3.36
357,Kitimat,CA,2020-06-24 22:23:07,54.05,-128.65,71.01,51,66,1.99
358,Newport,GB,2020-06-24 22:21:14,51.59,-3.0,73.0,71,0,6.42
359,Presidente Dutra,BR,2020-06-24 22:23:07,-5.29,-44.49,78.69,70,65,3.36
360,College,US,2020-06-24 22:14:45,64.86,-147.8,59.0,67,90,3.36
361,Ulverstone,AU,2020-06-24 22:23:07,-41.15,146.17,53.01,89,99,1.99
362,Zeya,RU,2020-06-24 22:23:07,53.75,127.27,62.44,62,0,1.86
363,Bambous Virieux,MU,2020-06-24 22:14:36,-20.34,57.76,71.6,83,40,9.17
364,Lagos,NG,2020-06-24 22:22:21,6.58,3.75,80.6,83,20,2.24
365,Kruisfontein,ZA,2020-06-24 22:14:04,-34.0,24.73,60.93,31,0,7.47
366,Wabag,PG,2020-06-24 22:23:08,-5.48,143.7,56.95,89,70,1.16
367,Puerto Suarez,BO,2020-06-24 22:23:08,-18.95,-57.8,86.0,42,100,11.41
368,Tignere,CM,2020-06-24 22:23:08,7.37,12.65,65.25,88,100,0.78
369,Faanui,PF,2020-06-24 22:13:42,-16.48,-151.75,79.75,83,18,9.15
370,Port-Cartier,CA,2020-06-24 22:13:55,50.03,-66.87,73.4,64,75,9.17
371,Mouila,GA,2020-06-24 22:23:08,-1.87,11.06,72.55,88,100,2.06
372,Taltal,CL,2020-06-24 22:14:16,-25.4,-70.48,58.41,76,76,3.83
373,Kiri Buru,IN,2020-06-24 22:23:09,22.08,85.35,76.95,84,9,4.23
374,Kisanga,TZ,2020-06-24 22:23:09,-7.44,37.7,69.78,77,42,1.32
375,Provost,CA,2020-06-24 22:23:09,52.35,-110.27,70.74,56,89,10.6
376,Sao Paulo De Olivenca,BR,2020-06-24 22:23:09,-3.38,-68.87,80.31,84,90,1.03
377,Vardo,NO,2020-06-24 22:14:12,70.37,31.11,48.2,76,91,10.29
378,Cururupu,BR,2020-06-24 22:18:32,-1.83,-44.87,76.57,88,25,3.98
379,Cockburn Town,TC,2020-06-24 22:20:28,21.46,-71.14,82.63,80,2,16.17
380,Bilibino,RU,2020-06-24 22:15:15,68.05,166.44,54.88,41,31,3.33
381,Elk City,US,2020-06-24 22:23:10,35.41,-99.4,87.8,33,1,10.29
382,Ngunguru,NZ,2020-06-24 22:23:10,-35.62,174.5,55.0,99,35,1.01
383,Nguruka,TZ,2020-06-24 22:23:10,-5.11,31.04,67.44,55,12,3.78
384,Luderitz,NA,2020-06-24 22:14:02,-26.65,15.16,64.4,38,0,4.7
385,Lorengau,PG,2020-06-24 22:15:07,-2.02,147.27,83.05,80,3,11.52
386,Sakakah,SA,2020-06-24 22:14:07,29.97,40.21,84.2,10,2,13.87
387,Port Hedland,AU,2020-06-24 22:15:02,-20.32,118.57,55.4,82,0,8.05
388,Bijawar,IN,2020-06-24 22:23:10,24.63,79.5,86.34,63,79,11.01
389,Mackay,AU,2020-06-24 22:20:21,-21.15,149.2,44.6,93,0,4.7
390,Caucaia,BR,2020-06-24 22:23:10,-3.74,-38.65,78.8,74,75,4.7
391,Borovskoy,KZ,2020-06-24 22:23:10,53.8,64.15,51.03,93,0,6.06
392,Culpeper,US,2020-06-24 22:19:28,38.5,-77.97,84.99,37,40,6.93
393,Ambon,ID,2020-06-24 22:23:11,-3.7,128.18,80.01,88,75,10.29
394,Hualmay,PE,2020-06-24 22:23:11,-11.1,-77.61,64.85,76,51,10.83
395,Batagay,RU,2020-06-24 22:14:25,67.63,134.63,82.47,29,0,1.39
396,San Patricio,MX,2020-06-24 22:15:23,19.22,-104.7,86.0,74,40,9.17
397,Auki,SB,2020-06-24 22:23:11,-8.77,160.7,82.62,73,1,3.29
398,Omsukchan,RU,2020-06-24 22:14:43,62.53,155.8,71.13,29,1,5.46
399,Samarai,PG,2020-06-24 22:14:06,-10.62,150.67,79.63,85,62,18.01
400,Whitley Bay,GB,2020-06-24 22:23:11,55.04,-1.45,63.0,72,0,3.36
401,Wawa,NG,2020-06-24 22:23:12,9.9,4.42,80.92,69,5,1.07
402,Ca Mau,VN,2020-06-24 22:23:12,9.18,105.15,78.94,91,100,4.03
403,General Bravo,MX,2020-06-24 22:23:12,25.8,-99.17,96.46,37,57,11.14
404,Tutayev,RU,2020-06-24 22:23:12,57.89,39.54,48.2,93,0,2.53
405,Srednekolymsk,RU,2020-06-24 22:14:04,67.45,153.68,73.22,28,62,5.37
406,Ndioum,SN,2020-06-24 22:23:12,16.51,-14.65,91.54,37,62,17.38
407,Haikou,CN,2020-06-24 22:23:12,20.05,110.34,82.4,88,100,8.95
408,Mehran,IR,2020-06-24 22:23:12,33.12,46.16,71.6,24,0,4.7
409,Moroni,KM,2020-06-24 22:23:12,-11.7,43.26,76.91,78,11,14.38
410,Terrace Bay,CA,2020-06-24 22:23:13,48.78,-87.1,68.0,45,75,10.29
411,Inta,RU,2020-06-24 22:23:13,66.03,60.17,43.16,86,99,6.58
412,Nanortalik,GL,2020-06-24 22:15:20,60.14,-45.24,44.53,72,100,3.71
413,Tofield,CA,2020-06-24 22:23:13,53.37,-112.67,73.99,47,100,4.0
414,Tupik,RU,2020-06-24 22:23:13,54.43,119.93,58.87,66,73,3.24
415,Folldal,NO,2020-06-24 22:23:13,62.13,10.0,61.61,51,44,4.23
416,Sitka,US,2020-06-24 22:14:00,57.05,-135.33,53.6,71,90,10.29
417,Komsomolskiy,UZ,2020-06-24 22:15:41,40.43,71.72,73.4,33,0,9.17
418,Ishigaki,JP,2020-06-24 22:23:13,24.34,124.16,84.2,94,75,17.22
419,La Cruz,MX,2020-06-24 22:23:13,23.92,-106.9,90.0,59,0,8.99
420,Hami,CN,2020-06-24 22:23:14,42.8,93.45,80.85,19,99,13.87
421,Rasra,IN,2020-06-24 22:23:14,25.85,83.85,89.37,63,91,4.65
422,Nagua,DO,2020-06-24 22:23:14,19.38,-69.85,84.2,79,40,11.41
423,Batagay-Alyta,RU,2020-06-24 22:12:05,67.8,130.41,77.18,31,69,0.74
424,Broome,US,2020-06-24 22:14:01,42.25,-75.83,75.0,46,20,9.17
425,Iskateley,RU,2020-06-24 22:14:48,67.68,53.15,40.71,88,100,14.29
426,Kaeo,NZ,2020-06-24 22:14:33,-35.1,173.78,54.0,3,1,0.43
427,Kutum,SD,2020-06-24 22:14:10,14.2,24.67,75.76,38,52,9.66
428,Giyani,ZA,2020-06-24 22:23:14,-23.3,30.72,54.64,59,0,2.93
429,Kapit,MY,2020-06-24 22:23:15,2.02,112.93,72.66,94,100,0.85
430,Jalu,LY,2020-06-24 22:23:15,29.03,21.55,76.26,51,0,14.07
431,General Pico,AR,2020-06-24 22:23:15,-35.66,-63.76,45.91,84,100,6.31
432,Rocha,UY,2020-06-24 22:13:37,-34.48,-54.33,58.03,95,97,4.27
433,Mashhad,IR,2020-06-24 22:23:15,36.3,59.61,75.2,22,0,4.7
434,Saint-Francois,FR,2020-06-24 22:23:15,46.42,3.91,75.2,57,1,4.7
435,Chingirlau,KZ,2020-06-24 22:23:15,51.09,54.08,59.56,83,89,4.74
436,Kushmurun,KZ,2020-06-24 22:23:16,52.45,64.63,56.14,80,34,5.37
437,Eureka,US,2020-06-24 22:21:12,40.8,-124.16,66.0,80,93,5.01
438,Zaraza,VE,2020-06-24 22:23:16,9.35,-65.32,78.94,84,74,8.5
439,Menongue,AO,2020-06-24 22:23:16,-14.66,17.69,49.86,48,0,4.07
440,Oranjemund,NA,2020-06-24 22:23:16,-28.55,16.43,61.99,42,0,5.84
441,Klishkivtsi,UA,2020-06-24 22:23:16,48.43,26.26,66.0,91,37,5.01
442,High Level,CA,2020-06-24 22:23:16,58.52,-117.14,75.2,25,40,9.17
443,Klyuchi,RU,2020-06-24 22:23:16,52.27,79.17,59.29,86,29,7.43
444,Saint Anthony,US,2020-06-24 22:21:34,45.02,-93.22,80.6,36,75,8.05
445,Port Lincoln,AU,2020-06-24 22:14:32,-34.73,135.87,55.27,78,6,11.07
446,Cunduacan,MX,2020-06-24 22:20:46,18.07,-93.17,91.4,63,40,8.05
447,Tiarei,PF,2020-06-24 22:23:17,-17.53,-149.33,80.6,78,75,14.99
448,Kahului,US,2020-06-24 22:13:44,20.89,-156.47,87.8,52,40,18.34
449,Sept-Iles,CA,2020-06-24 22:23:17,50.2,-66.38,73.4,64,75,9.17
450,Chapais,CA,2020-06-24 22:23:17,49.78,-74.85,73.4,60,75,19.46
451,Namatanai,PG,2020-06-24 22:13:50,-3.67,152.43,82.24,71,48,7.05
452,Agaro,ET,2020-06-24 22:23:17,7.85,36.65,58.28,87,4,1.88
453,Buraydah,SA,2020-06-24 22:13:59,26.33,43.98,84.2,21,0,8.05
454,Arica,CL,2020-06-24 22:22:28,-18.48,-70.3,64.4,72,1,5.82
455,Luquillo,PR,2020-06-24 22:23:18,18.37,-65.72,84.2,74,90,11.41
456,Veraval,IN,2020-06-24 22:13:42,20.9,70.37,85.42,75,2,6.58
457,Raton,US,2020-06-24 22:23:18,36.9,-104.44,82.4,26,1,10.29
458,Guarapari,BR,2020-06-24 22:18:57,-20.67,-40.5,73.4,73,27,9.17
459,Tobol,KZ,2020-06-24 22:23:18,52.68,62.58,55.29,77,81,4.14
460,Ocampo,MX,2020-06-24 22:14:14,21.65,-101.5,72.25,37,99,12.86
461,Bull Savanna,JM,2020-06-24 22:23:18,17.89,-77.59,82.58,76,15,7.74
462,Mecca,SA,2020-06-24 22:13:25,21.43,39.83,86.56,25,76,4.09
463,Lincoln,US,2020-06-24 22:20:37,40.8,-96.67,86.0,33,1,5.82
464,Bose,IT,2020-06-24 22:23:18,45.46,8.01,73.99,83,97,3.98
465,Ponferrada,ES,2020-06-24 22:23:19,42.55,-6.6,63.0,90,67,1.01
466,Vao,NC,2020-06-24 22:14:28,-22.67,167.48,70.32,62,25,13.0
467,Alta Floresta,BR,2020-06-24 22:23:19,-9.88,-56.09,77.43,66,2,3.33
468,Rosetta,EG,2020-06-24 22:23:19,31.4,30.42,75.2,69,40,9.17
469,Elban,RU,2020-06-24 22:23:19,50.1,136.51,54.14,96,100,9.28
470,Sheridan,US,2020-06-24 22:23:19,44.83,-106.92,93.2,17,1,5.82
471,Biak,ID,2020-06-24 22:23:19,-0.91,122.88,76.12,84,100,7.4
472,Wuning,CN,2020-06-24 22:23:19,29.26,120.23,76.05,95,100,1.54
473,Tongliao,CN,2020-06-24 22:14:09,43.61,122.27,63.61,77,23,10.67
474,Kirovsk,UA,2020-06-24 22:23:19,48.64,38.64,60.53,84,0,10.09
475,Cap Malheureux,MU,2020-06-24 22:13:46,-19.98,57.61,70.0,84,6,5.01
476,Palmerston,AU,2020-06-24 22:23:20,-12.49,130.98,72.0,60,20,5.82
477,Tuatapere,NZ,2020-06-24 22:13:58,-46.13,167.68,44.85,85,100,4.79
478,Lagoa,PT,2020-06-24 22:14:57,39.05,-27.98,63.28,67,0,11.25
479,San Carlos De Bariloche,AR,2020-06-24 22:23:20,-41.15,-71.31,35.6,64,75,8.05
480,Ust-Tsilma,RU,2020-06-24 22:14:37,65.44,52.15,43.12,94,100,7.96
481,Mzimba,MW,2020-06-24 22:23:20,-11.9,33.6,57.2,85,3,7.76
482,Havelock,US,2020-06-24 22:12:30,34.88,-76.9,87.8,58,20,10.29
483,Hambantota,LK,2020-06-24 22:15:05,6.12,81.12,77.0,100,90,2.24
484,Derzhavinsk,KZ,2020-06-24 22:23:20,51.1,66.32,64.85,45,98,6.06
485,Kualakapuas,ID,2020-06-24 22:23:20,-3.01,114.39,71.8,97,99,1.59
486,Waddan,LY,2020-06-24 22:23:21,29.16,16.14,75.6,50,0,17.52
487,Roebourne,AU,2020-06-24 22:14:30,-20.78,117.13,66.47,60,0,7.25
488,Terbuny,RU,2020-06-24 22:23:21,52.14,38.28,58.1,72,0,11.68
489,Plainview,US,2020-06-24 22:23:21,40.78,-73.47,86.0,35,20,10.29
490,Maromitsa,RU,2020-06-24 22:23:21,59.87,48.01,36.61,91,6,4.21
491,Ayagoz,KZ,2020-06-24 22:14:09,47.97,80.44,56.14,90,50,3.69
492,Puerto Carreno,CO,2020-06-24 22:23:21,6.19,-67.49,87.8,58,40,2.24
493,Solnechnyy,RU,2020-06-24 22:23:21,50.72,136.63,51.08,94,100,4.7
494,Youghal,IE,2020-06-24 22:23:21,51.95,-7.85,62.01,87,40,11.41
495,Batemans Bay,AU,2020-06-24 22:23:21,-35.72,150.18,42.01,93,1,1.01
496,Ostrovnoy,RU,2020-06-24 22:20:32,68.05,39.51,41.77,87,100,3.6
497,Gilbues,BR,2020-06-24 22:23:22,-9.83,-45.34,76.71,48,38,4.81
498,Tessalit,ML,2020-06-24 22:14:42,20.2,1.01,97.3,13,76,6.71
499,Omboue,GA,2020-06-24 22:13:28,-1.57,9.26,73.27,82,92,7.65
500,Artigas,UY,2020-06-24 22:13:55,-30.4,-56.47,70.5,71,100,8.01
501,Katangli,RU,2020-06-24 22:23:22,51.71,143.23,44.83,91,94,13.89
502,Nyurba,RU,2020-06-24 22:23:22,63.28,118.33,66.11,63,2,4.81
503,Mayumba,GA,2020-06-24 22:23:22,-3.43,10.66,73.6,83,95,6.55
504,Kuryk,KZ,2020-06-24 22:23:22,43.2,51.65,77.32,34,0,2.82
505,Esmeralda,CU,2020-06-24 22:23:22,21.85,-78.12,89.6,55,0,13.87
506,Hirara,JP,2020-06-24 22:23:23,24.8,125.28,84.2,83,75,13.87
507,Sekoma,BW,2020-06-24 22:23:23,-24.4,23.88,48.99,49,0,7.7
508,Athabasca,CA,2020-06-24 22:14:10,54.72,-113.29,71.46,53,91,2.55
509,Ondjiva,AO,2020-06-24 22:20:32,-17.07,15.73,56.44,38,0,7.11
510,Shangqiu,CN,2020-06-24 22:23:23,34.45,115.65,74.88,70,20,5.68
511,Gilgit,PK,2020-06-24 22:23:23,35.92,74.31,73.27,38,69,6.35
512,Bud,US,2020-06-24 22:20:12,39.45,-86.18,79.0,39,75,5.82
513,Zhangye,CN,2020-06-24 22:23:23,38.93,100.45,69.69,23,100,4.36
514,Katherine,AU,2020-06-24 22:13:41,-14.47,132.27,59.0,51,0,5.82
515,Miles City,US,2020-06-24 22:23:24,46.41,-105.84,93.2,17,20,5.82
516,Shache,CN,2020-06-24 22:19:02,38.42,77.24,78.69,17,100,15.19
517,Ormara,PK,2020-06-24 22:23:24,25.21,64.64,85.95,80,20,6.6
518,Villa Carlos Paz,AR,2020-06-24 22:20:00,-31.42,-64.5,46.0,70,75,23.04
519,Ponta Delgada,PT,2020-06-24 22:23:24,37.73,-25.67,60.8,72,20,4.7
520,Boca Do Acre,BR,2020-06-24 22:23:24,-8.75,-67.4,80.78,78,84,1.16
521,Taganak,PH,2020-06-24 22:23:24,6.08,118.3,77.0,94,20,8.72
522,Gbarnga,LR,2020-06-24 22:23:24,7.0,-9.47,71.47,98,100,2.89
523,Duiwelskloof,ZA,2020-06-24 22:23:24,-23.69,30.14,49.57,65,0,2.91
524,Conakry,GN,2020-06-24 22:13:10,9.54,-13.68,81.07,81,100,10.2
525,Kiunga,PG,2020-06-24 22:23:25,-6.12,141.29,73.71,97,45,1.01
526,Bridlington,GB,2020-06-24 22:23:25,54.08,-0.19,62.01,93,0,3.36
527,Padang,ID,2020-06-24 22:14:34,-0.95,100.35,79.2,59,98,4.5
528,Kargasok,RU,2020-06-24 22:23:25,59.06,80.86,51.94,84,100,4.18
529,Plouzane,FR,2020-06-24 22:18:58,48.38,-4.62,71.6,88,0,3.36
530,Horki,BY,2020-06-24 22:23:25,54.29,30.98,60.58,77,0,4.81
531,Pizarro,CO,2020-06-24 22:23:25,4.95,-77.37,81.37,79,94,8.08
532,Montepuez,MZ,2020-06-24 22:23:25,-13.13,39.0,64.65,86,0,10.04
533,Nalut,LY,2020-06-24 22:23:25,30.33,10.85,77.54,33,0,20.92
534,Pitimbu,BR,2020-06-24 22:14:36,-7.47,-34.81,77.0,78,20,9.17
535,Nizwa,OM,2020-06-24 22:23:26,22.93,57.53,83.61,59,7,2.89
536,Camacha,PT,2020-06-24 22:23:26,33.08,-16.33,68.0,82,20,10.29
537,Thanh Hoa,VN,2020-06-24 22:23:26,19.8,105.77,82.51,74,100,4.36
538,Egvekinot,RU,2020-06-24 22:13:42,66.32,-179.17,33.55,97,100,3.36
539,La Reforma,MX,2020-06-24 22:23:26,25.08,-108.05,95.0,40,0,8.01
540,Aguimes,ES,2020-06-24 22:23:26,27.91,-15.45,73.4,64,40,21.92
541,Barranquilla,CO,2020-06-24 22:21:07,10.96,-74.8,86.0,70,20,12.75
542,Den Helder,NL,2020-06-24 22:23:26,52.96,4.76,72.0,73,90,13.87
543,Iquira,CO,2020-06-24 22:23:27,2.65,-75.63,91.4,38,34,3.36
544,Lompoc,US,2020-06-24 22:14:46,34.64,-120.46,71.01,64,100,16.11
545,Madimba,TZ,2020-06-24 22:23:27,-10.4,40.33,71.6,94,20,11.41
546,Dakar,SN,2020-06-24 22:12:04,14.69,-17.44,80.6,88,75,6.93
547,Santa Cruz,BO,2020-06-24 22:19:51,-17.8,-63.17,77.0,83,75,19.46
548,North Bend,US,2020-06-24 22:21:36,43.41,-124.22,80.01,82,20,12.75
549,Lisala,CD,2020-06-24 22:23:27,2.15,21.52,74.89,73,70,2.35
550,Novosergiyevka,RU,2020-06-24 22:23:27,52.09,53.65,55.81,93,98,6.35
551,Sobolevo,RU,2020-06-24 22:13:51,54.43,31.9,60.67,77,3,4.61
552,Taraz,KZ,2020-06-24 22:23:28,42.9,71.37,60.8,51,0,4.47
553,Bagdarin,RU,2020-06-24 22:23:28,54.43,113.6,53.85,85,51,2.19
